"tweet_id","texto_tweet","sentimiento"
8487,"Y recibimos en @mananascuatro el 2012 con toda la marcha que se merece, jejeje! http://t.co/9mHX4lqN vía @youtube",2
8488,"En el blog: Neolengua para la era popular (ahora sí va bien el enlace) http://t.co/cuhQKi2m",2
8489,"#ff final de año para @ionantolin @pablolarguia @inesucas y @frechoso por este 2011",2
8490,"Tengo que buscar un hueco para recoger el dorsal de la San Silvestre que mañana tenemos fiesta los corredores en Madrid. ¿Tu vas a ir?",2
8491,"Como me he sentado ya en el autobús y tengo un rato voy a enviar unos #FF a gente espectacular",2
8492,"2011 el año  en que el PP ganó en Andalucía http://t.co/BCDehjIj",2
8493,"#FF a @FrancescaCheska porque es fan fantástica que ha logrado enamorar a @ElCamisilla",2
8494,"#FF a @martajcs porque me gusta (ella y enviarle un #FF)",2
8495,"abc.es: Apple podría presentar dos nuevos iPad en enero http://t.co/j5Sna1IS",2
8496,"#FF a mis ángeles de la guarda @Latanace y @RaquelMartos (por cierto, eso de que los ángeles no tienen sexo es un cuento)",2
8497,"#FF a @ogentilcar porque es mi lady",2
8498,"#FF a @ElenaWilson2 porque se merece todos los regalos",2
8499,"#FF a @PalomaBravo @sanchez_sonia, @Moterasecreta, @AlejandraMarPor por lo magníficas periodistas y amigas que son.",2
8500,"Javier Aguirre ha sobrevivido apenas una semana a Goyo Manzano y el Zaragoza ya se lo ha ""limpiado"" antes de finalizar el año",2
8501,"#FF a @LoreVentoso por sus versos y su sonrisa",2
8502,"#FF a @Corderros por lo ingeniosamente que quiere hacer de mi un rojo.",2
8503,"Pues que lo disfruten.",2
8504,"Estoy como don Quijote que no enloqueció leyendo libros sino rodeado de mujeres hermosas. Luego sigo, que voy a leer un poco.",2
8505,"Para mi un placer “@LuisantonioIban: @pedroj_ramirez un honor la dedicatoria del Naufragio q t sacó Luis Daniel para mí en tu despacho.”",2
8506,"Última d Gallardón (lo aprobó antes d irse) 1ª de Botella: Colón y zonas centro Madrid cerradas hoy al tráfico 9.30/17.30h para una misa",2
8507,"¡Noticias descombacantes! está disponible! http://t.co/pdWFYyRa",2
8508,"Duermo con gafas para ver bien los sueños.“@avpag88: @Buenafuente Oye tu ya te despiertas así,? Con las gafas puestas?”",2
8509,"Mi artículo en La Gaceta: ""Los méritos de Ana Botella"" | Intereconomía | 679281 http://t.co/24yqi27U",2
8510,"Acertadisimo ;-)) RT @ManzanasFujis: @mariviromero muy acertado, #Griñán= #Paro",2
8511,"Hoy se va a echar en falta a @sanchez_sonia en Moncloa. Enhorabuena por el nombramiento (con mucho retraso...)",2
8512,"@mgilguerrero Muchas gracias, Miguel. Hoy estoy de vacaciones, pero volveré por allí, compañero. Os veré en el 24H ;)",2
8513,"“@MariaBernalT: Enhorabuena a @pepeciscar , @mjcatala y @psanchezdeleon #GovernValencià” Enhorabuena a los tres, grandes personas.",2
8514,"#FF a @kohayama, que me tiene fascinado",2
8515,"#FF a Inés Sastre para que comprenda que hoy no puedo pero que sí quiero, que será pronto.",2
8516,"#FF a la seductora @BeatrizCorredor en su nueva vida.",2
8517,"Muy interesante el post de @kurioso. El año que vivimos Twitter emocionalmente http://t.co/V21wnDbh / vía @JuanGomezJurado",2
8518,"Bienvenido, Carlos, no te arrepentirás “@guerrerocg: @pedroj_ramirez ya estoy en orbyt, genial!!”",2
8519,"Enhorabuena a mi querido amigo @angelgarridog, que acaba de ser nombrado presidente del Pleno del Ayuntamiento de #Madrid :-)",2
8520,"esplendida entrevista con George Steiner.Melancolica y lucida :L'Europe est en train de sacrifier ses jeune @telerama http://t.co/zB2vslkf",2
8521,"#FF entusiasta a @caval100 porque tengo ganas de darle un abrazo fuerte.",2
8522,"Gracias, Mónica “@mongadel: @pedroj_ Siguiendo tu consejo, ayer me uni a la familia #Orbyt ...ahora a la espera del Ipad... Ya te contare!”",2
8523,"Bienvenido, Jaime “@jcabrera81: @pedroj_ otro abonado mas....noticias frescas nada mas levantarme a las 6 de la mañana!!una maravilla”",2
8524,"acordaros, el dia 1 teneis edicion de EL MUNDO en orbyt. Un abrazo",2
8525,"Lucho por el futuro de la prensa “@Paulo_leganes: @pedroj_ RT a los que hacen la pelota, aún así Orbyt tiene un potencial impresionante”",2
8526,"Suerte al nuevo equipo del Ayto de Madrid, que ha anunciado hoy Ana Botella. Sorprende que nadie siga en su sitio. Todos valen para todo.",2
8527,"Sensación creciente entre las followers. “@Elisabeth__T: @pedroj_ramirez you (and Orbyt) make me feel so good!! :)”",2
8528,"@estherpalomera @Chema_F Gracias, Esther. Falta me va a hacer. Nos veremos :)",2
8529,"Entre los anunciantes de la histórica edición del 1 se me olvidó incluir a mis amigos de Marqués de Cáceres, una gran bodega riojana.",2
8530,"Esperemos q los cambios no den por perdidos  200 días de legislatura. Por ejemplo en Urbanismo: el debate sobre el nuevo plan se ha iniciado",2
8531,"Ahora @eliasbendodo entrega a Silvia una bandera del PP que su sobrino ha pedido a los Reyes Magos ;-))) http://t.co/SB4W93kw",2
8532,"interesante equipo el de jorge fernandez para interior, ?k os parece? D momento la comunicación, de 10",2
8533,"Ayer me gusto como se gestiono la información de los nombramientos, buen arranque",2
8534,"#FF a @SUMAROS, buen amigo con el que estoy en deuda y no me lo reprocha.",2
8535,"Nos gustaría conocer la letra pequeña de los cambios de Ana Botella: ¿Reducirá el personal de confianza que tanto creció con Gallardón?",2
8536,"Unos 15 años. Se balancea oyendo música con los cascos. La miro.Sonríe con pillería. Sonrío también. Me guiña un ojo. Triunfará",2
8537,"Consejo de ministros con comparecencia excepcional ante los medios: la vicepresidenta Saez de Santamaria y De Guindos, Montoro y Báñez.",2
8538,"Por fin con movil nuevo!!!:-)",2
8539,"Feliz Año, Luis “@lxh679: Empiezan mis vacaciones con Orbyt recién sacado del horno!!! Asi da gusto acabar un año y empezar otro! Feliz Año.",2
8540,"Gracias, Carlos. Feliz Año “@carlosgtome: @pedroj_ramirez Te lo prometí, ya soy de Orbyt. Lo siento por los bares, el café y EM en casa.”",2
8541,"#FF2011 agradecido a 17.516 tuiter@s, y muy especialmente a quienes más me soportan. Salud.",2
8542,"Un beso muy especial, Nuna “@NunaLM: Mi último #FF del año para @pedroj_. Porque haberle conocido este año ha sido todo un regalo.",2
8543,"Risas y más risas con mis amigos OS ADORO @Pepitospain , @Demolina22  , @maybelline_gato",2
8544,"#FF a mi sobrina favorita @rebecayanke. A ver si compráis su libro para regalar en Reyes.",2
8545,"No, qué sería de EM sin el apoyo de gente como tú, Martin :)) “@mhgnoia: Qué sería de nosotros sin el iPad y la suscripción a Orbyt!!!!”",2
8546,"El sí que sabe “@ajgarcia05: mi amigo @arturoarmada11 diciendome que orbyt tiene muchas cosas, que puedes hacer de todo...será verdad?”",2
8547,"Twitter es lo mejor del 2012 “@rmarquezl2011: @pedroj_ @NunaLM  Pobre. La cantidad de tuits que recibe esa cuenta y el tío ni se queja...”",2
8548,"Y ahora #FF a @miquelsubiaseva porque he estado con ella hace poco y ya la echo de menos.",2
8549,"El Gobierno nombra al almirante de la Armada Fernando García Sánchez como nuevo jefe de los Ejércitos de España, nuevo Jemad @servimedia",2
8550,"Eduardo Torres Dulce, FGE. Jemad, Fernando García.",2
8551,"Los Reyes no solo existen, además son sabios!! Mil gracias, Gabriel. Mil gracias @Fnac_ESP #AudreyImprescindible  http://t.co/432lTlWR",2
8552,"#Recortes: se suspende un año incorporación nuevas categorías Ley Dependencia. De momento no ampliación permiso paternidad #CMin",2
8553,"Se elimina la bonificación del gasóleo profesional #CMin",2
8554,"El próximo IRPF debería llevar un recuadro para dar las gracias a Zapatero (texto libre). ¡Desvío de 20.000 millones!",2
8555,"Toma la palabra la nueva ministra de Empleo, Fátima Báñez para hablar del tema de las pensiones.",2
8556,"El Gobierno del PP aprueba el reglamento de la ley Sinde y elimina el canon digital http://t.co/EnZ7SxoC via @elmundoes",2
8557,"Las nuevas retenciones del IRPF en las nóminas de febrero #CMin",2
8558,"Miguel Ángel Villanueva, hombre fuerte del nuevo Gobierno de Ana Botella http://t.co/VOKnFa21 via @elmundoes",2
8559,";-)))) El Gobierno suprime el canon digital  / Se regula la Comisión de Propiedad Intelectual http://t.co/2MlosdoE vía @europapress_es",2
8560,"Pues yo #FF a @josecorbacho por su fidelidad, alegría,talento y provocación.",2
8561,"Gracias a vosotros por todo lo que haceis RT @IntermonOxfam: @mariviromero ¡gracias por el #ff!",2
8562,"GRacias a vosotros por todo lo que haceis RT @Entreculturas: @mariviromero ¡¡Muchas gracias el #FF!! Feliz Navidad :)",2
8563,"Y dijo José Luis Rodríguez Zapatero: ""Se puede intentar ser coherente toda la vida....(1)",2
8564,"De Guindos: aún no hay previsión de crecimiento, estamos preparando el nuevo cuadro macroeconómico.",2
8565,"Vamos a ajustar la oferta nocturna de Tussam para #Nochevieja debido al previsible incremento de la demanda #sevillahoy",2
8566,"Cambiando de tema...voy unos días a casa, a Altea, hace tiempo que no veo a mi gente de allí. Siempre hace bueno en fin de año. Mando foto.",2
8567,"La ayuda de 400€ que se mantiene es una revisión  reducida del original,  ligada además a políticas activas.",2
8568,"Lo mejor de los anuncios de hoy: la cantidad de subvencionaos que van a tener que ponerse a currar.",2
8569,"@carlos__alsina la primera es fácil, el dia 11 de Enero y a la segunda, creo será el ministro que refrende con su firma el decreto ley.",2
8570,"Matiz de la vicepta: ""el desfase presupuestario está ahí, independientemente de su origen"". (En CCAA hay colores diversos)",2
8571,"La tasa d ahorro d familias ha bajado pese a q se gasta menos. La razón: han caído +los ingresos. El ahorro depende del ingreso (keynes).",2
8572,"Bueno. Pues....Feliz 2013.....porque el 12....",2
8573,"Nuestra valoración sobre el nuevo Ejecutivo de Madrid: un cambio no solo de gobierno, sino también de su estructura http://t.co/KZidNF5D",2
8574,"He convocado una reunión de urgencia mañana con el equipo económico para analizar las graves e injustas medidas aprobadas por Rajoy. RbCb",2
8575,"Las medidas aprobadas hoy hubieran sido previsibles -y censurables- en un gobierno socialista. Producen desconcierto al adoptarlas el PP.",2
8576,"A las 18h. en la Sala de Columnas del Edificio Pignatelli, compareceré ante los medios para explicar la nueva composición Gobierno de Aragón",2
8577,";) gracias a ti y a Mexico. RT @Bebi25Jose: @AlejandroSanz me encanta tu música eres un gran (cont) http://t.co/n6M4bE8G",2
8578,"Rajoy condecora con 14 Grandes Cruces Carlos III a los ministros salientes y con Collar Isabel La Católica a #ZP y Chaves #CMin",2
8579,"Seras muy bienvenida. España es vida. RT @joe_alexia: @LiamPayneESP jajjajajaja! XDDD sabs qiero (cont) http://t.co/qjOwQTcF",2
8580,"Como los de Bilbao nacemos donde nos da la gana yo nací en Bilbao. Por si acaso...",2
8581,"@byuste No, no, es verdad. Está en la referencia. Supongo que es costumbre, pero voy a preguntar",2
8582,"@sanchez_sonia me quedo más aliviada... :)",2
8583,"Me gusta el brindis de Alejandro de la Sota en su homenaje de 1919 a los que queremos a Bilbao y la queremos universal.",2
8584,"Un #FF a @Fgarea que explica las cosas tan bien que no parece periodista,",2
8585,"Que paseis una vispera de fin de aÑo maravillosa. Ha sido un gran año, maravilloso en muchos (cont) http://t.co/s7HeuaP8",2
8586,"Pero nadie encontró  otra cosa que resignación. Con la novedad de que un presidente autonómico use traducción simultánea fuera del Senado...",2
8587,"Y otro #FF a @melchormiralles que me ha hecho un sitio en su salón justo cuando sale el sol,",2
8588,"Y #FF a @J_L_Gomez porque sabe de lo que habla. Con un abrazo!",2
8589,"Ya se que son muchos #FF pero es el entusiasmo. Uno para @emiliodrio porque dignifica la política.",2
8590,"Empieza bien Rajoy: la de veces que dijo que no subiría impuestos, que los bajaría. Le advirtieron que no podría y a la primera de cambio...",2
8591,"@germanyanke gracias Germán, que escribes tan bien porque eres poeta y culto y pareces tan majo porque, en realidad, eres buena persona.",2
8592,"Vamos a elaborar un convenio para contratar parados del barrio en la rehabilitación de Nuevo Amate #sevillahoy",2
8593,"Otra simpática pelicula navideña... http://t.co/OYnVa95T",2
8594,"cuerpo a tierra y la mano al bolsillo “@sgueina: ""Sus voy a crujir vivos""Mariano Rajoy dixit#tengomiedo”",2
8595,"Es de @sgueina “@MAdelaCruzLeiva: Idea cogida de @Fgarea: El Gobierno adopta el grito del #Tiolavara ""Sus voy a crujir vivos""”",2
8596,"Las medidas d hoy, a tan pocos días del Debate d Investidura, no merecía una comparecencia de Rajoy, además, maximo responsable económico?",2
8597,"Hoy Apple ha hecho feliz a mi peque con la app de regalo de Sonic ;-)))",2
8598,"Debate camino del  #38congreso PSOE. Interesante artículo de Antoni Gutierrez Rubí http://t.co/VzqjMOnW",2
8599,"Genial!! “@carlota_v: Regalos de cuento ¿Cómo envolver un paquete como un auténtico experto? con Carlota Vizmanos  http://t.co/qAsEMD2d”",2
8600,";-)))) #FF!! V@ideas4all @ruthparticipa @CodyMartinn @onginformacion @rboug @cmgorriaran @IntermonOxfam @Entreculturas",2
8601,"El juez Grande Marlaska ha dado el visto bueno a la marcha etarra del 7 de enero. @TelediarioInter 20:30",2
8602,"Tenemos unas imágenes tremendas de un aborto por inyección salina. @TelediarioInter 20:30. No os lo perdais",2
8603,"La banda ancha universal de 1 mega estará disponible el domingo http://t.co/Oy7p7qqd",2
8604,"#pongamosQue será un #FelizAñoNeox para @aftersharetv. Enhorabuena, equipo.",2
8605,"Interesante artículo sobre las medidas económicas del nuevo gobierno... http://t.co/nxzwSbdq",2
8606,"De la Torre dice que el proyecto de ampliar la Casa Natal de Picasso en el Astoria está ""avanzado"" http://t.co/85PJHxip",2
8607,"La nueva línea de autobús a Churriana transporta a más de 400.000 viajeros en su primer año de servicio http://t.co/cq3VtY7R",2
8608,"Me encanta esta foto!!!! @eliasbendodo @juanma_moreno @equipogallardon  http://t.co/RF6YEDE8",2
8609,"He publicado una foto nueva en Facebook http://t.co/nclc0fCU",2
8610,"Una clave de lo de hoy son las elecciones andaluzas. Arenas podrá presentarse con la mayor subida del tipo máximo del IRPF de la historia.",2
8611,"Me he comprado un coche pero xq me gustan los coches....",2
8612,"Ese es amigos!! http://t.co/YA5bxqcV",2
8613,"Ya están en mi página las fotos que tanto me pedían. ¿Cual de todas les gusta más? http://t.co/zOazP9BU",2
8614,"guapa @pakadiaz , que tengas unas entrada de año estupenda ;-)) besos desde #Malaga",2
8615,"Por supuesto. Queda con mi secretaria :) “@FLV2010: @pedroj_ Por fin en mi poder, el LIBRO DEL AÑO. Me lo firmarás? http://t.co/G14Lcbxe”",2
8616,"#ePeriódico estrena aplicaciones específicas para Iphone y Android. Averigua aquí como probarlas gratuitamente. http://t.co/crm2rGXh",2
8617,"Oído en la calle: Pensad en el lado bueno d las medidas, dentro de dos años, cerca d las elecciones, bajarán los impuestos!!!",2
8618,"En unos minutos doy el mensaje de Fin de Año en Canal Sur @RTVA. Os deseo un feliz 2012 a todos y todas. Mi equipo os informa #MensajeGriñan",2
8619,"Me acabo d enterar que el anuncio d #Campofrio d ls humoristas esta dirigido x @AlexdelaIglesia .Me gustaba,ahora me cuadra y me gusta más",2
8620,"Las buenas noticias: se recupera la desgravación por compra de vivienda y la subida de las pensiones.",2
8621,"Importante ver el lunes como responde la prima de riesgo al paquete aprobado por el Consejo de Ministros.",2
8622,"Como cambian las cosas y que rápido! Rajoy en 2009... http://t.co/kTYhxkPh",2
8623,"En la chimenea...y ya somos 21.000! (trolls incluídos!). Gracias ;)) http://t.co/yTQnFuNw",2
8624,"Debemos dejar de convertir política en contienda en la que se usa más la descalificación que propuestas para los ciudadanos #MensajeGriñan",2
8625,"Vamos a dejarnos la piel para crear empleo y que nuestra economía vuelva a crecer #MensajeGriñan",2
8626,"No permitamos que la crisis arrase derechos sociales que con tanto trabajo hemos construido a lo largo de estos 30 años #MensajeGriñan",2
8627,"#FF @BRmodainfantil mamás con niños, no os la perdáis, la mejor tienda online de moda infantil!",2
8628,"Oído en el Telediario: Jubilados y funcionarios se salvan de la quema!",2
8629,"Algo es algo “@garcia_abadillo: Las buenas noticias: se recupera la desgravación por compra de vivienda y la subida de las pensiones.”",2
8630,"#FF2011 #equipoGénova por estar siempre (2/2) @anamariavielba @marininmonroe @crispas @ajimnezvelayos y Fran que no doy con él;-)",2
8631,"#FF2011 #equipoParlamentario por compartir sueños (1/2) @alfonsoalonsoPP @rafa_Hernando @GPPopular @martatorrado @BelenHoyo @susanacamarero",2
8632,"Se pasa la peña eh!!! Mirar el retweet a ver que os parece",2
8633,"#FF2011 #equipoParlamentario por compartir sueños (2/2) @belenjustepp @EvaOrtizVilella @pagramunt @ChiquilloBarber @piogarca @rafaelblasco1",2
8634,"Gracias “@nacho_uriarte: #FF2011 @magisiglesias @PabloAIglesias @mikelayestaran @anapastor_tve @csaavedrasexta”",2
8635,"Gracias!!! “@nacho_uriarte: @CarmendelRiego @magisiglesias @PabloAIglesias @mikelayestaran @anapastor_tve @csaavedrasexta”",2
8636,"#FF2011 #emprendedores @compritaspeques @LFMAG @nmichavila @pepeferrandiz @mtascon @businessports @amatud @CEAJE @ajemadrid",2
8637,"La dureza de la película de Diamantes de Sangre de Telemadrid es tan real como dramática. Por si alguno se queda en casa. #Africa",2
8638,"2012 será un año de títulos. Jugar en equipo. Ganar en equipo. ¿Quién está conmigo?#makeitcount http://t.co/Ue7Kh2De",2
8639,"¡Lo mejor de mi timeline está disponible! http://t.co/OcA0NpKv ▸ Historias del día por @anakaona @piolinna @oscardfdocepeda @tebadajoz",2
8640,"@PabloAIglesias un honor tambien",2
8641,"Mantita, sofá y mi peque y yo viendo una de sus pelis favoritas  (watching Monsters, Inc.) http://t.co/xD3AWtCD",2
8642,"Hoy es un gran día para conocer el sueldo de Rodrigo Rato: 2,34 millones de euros al año. ¡Viva la austeridad! http://t.co/wrAOVm0g",2
8643,"Y pensar que había quien creía que Rato iba a volver a la política. ¿Para ganar 70.000 euros al año, en vez de 2,34 millones?",2
8644,"Después de ver el programa de La Sexta sobre #Urdangarín. Impresionante. Lo que hace el creerse intocable! #Noosdigomás #eltiroporlaculata",2
8645,"¿? “@Vicente3232:  Permita que le haga un inciso, me acabo de hacer de Orbyt, una estupenda oferta 99€ año, pero en su web hay un error”",2
8646,"#fuerzapadilla, maestro un fuerte abrazo y mi reconocimiento al torear usted dos vacas para acabar el año. Recupérese pronto.",2
8647,";-) #FF y #FF2012  @patriestevez @PaquiVicente @anapalacio @pacorengel @JuvenalSoto",2
8648,"Buenas noches. Que la disfrutéis.",2
8649,"#Feliz2012 con #FF para @martaolea @naranjoisabel porque están cerca siempre ;-))",2
8650,"#Feliz2012 para @pilarrquiros porque me ayuda a ser mejor mamá ;-))",2
8651,"#Feliz2012 para @mariahuelin y @adelautrera porque me demuestran mucho cada día ;-)) #HermanaPorEleccion",2
8652,"RT @SoyFranAlmeria: Ignacio Cosido, el nombramiento mas acertado por el Presidente Rajoy http://t.co/HviOLg2J  #directorgeneralpoliciana ...",2
8653,"Bienvenida, Eva“@miquelsubiaseva: Sucumbí,estaba cantado.Lo q menos me gusta d Orbyt es su nombre.Por lo demás,pequeño gran invento.Adictivo",2
8654,"#Feliz2012 para @JuanMa_Moreno porque me have  sentir muy feliz y orgullosa , mucho ;-))",2
8655,"¿Sois conscientes los remolones de que sólo os quedan 24 horas y media para poder conseguir todo Orbyt todo el 2012 por sólo 99€?",2
8656,"#Feliz2012 para @eliasbendodo porque me demuestra cada día que con esfuerzo y mucho trabajo, se consigue mejorar . Gracias Elias ;-))",2
8657,"#Feliz2012 para @margadcm porque por muy difícil que sea el reto, ella lo supera ;-))",2
8658,"Feliz Año Nuevo a todos. Aquí os dejo la última portada del año 2011. http://t.co/T9bR0pcs",2
8659,"#feliz2012 y mucha mucha salud para todos los que cada día me enseñáis aquí, con los q comparto y debato, sonrío y me emociono. Gracias ;-))",2
8660,"#pongamosque nuestra risa se vuelve contagios.",2
8661,".Digamos la verdad. La confianza que  pudiera dar cualquier nuevo gobierno  no es suficiente.",2
8662,"Enhorabuena @antena3com!!!! #pongamosque es NUMERO UNO EN TT",2
8663,"#pongamosque teniendo a los mejores seguidores en Twitter el 2012 no puede empezar mejor...",2
8664,"Qué maravilla, Fatima: volaremos juntos “@FatimaGNB: @pedroj_ramirez Ya estoy en ""ORBYTa"" :)”",2
8665,"Precio/calidad. Me lo agradecerás “@juanjobenavent: Soy de los remolones con Orbyt, ¿Me convences? (#EPN ya vino bajo el árbol...)”",2
8666,"Masquen conmigo el eufemismo: ""Recargo temporal de solidaridad"". Hay que tenerlos cuadrados...",2
8667,"Feliz Año, Paco. :)) “@HomerJey: @pedroj_ pues ya he renovado hasta julio de 2013. Feliz Año de un suscriptor fiel y encantado con Orbyt”",2
8668,"Muy oportuno lo de Inside Job con @el_pais mañana junto al #tijeretazo de Rajoy,Montoro y el hombre de Lehman Brothers en España,De Guindos",2
8669,"#felizañoneox !;-)",2
8670,"Tu madre sabe. Feliz Año, Nuria. “@nuriaalomat: He ampliado. Dice mi madre que mujer prevenida, vale x 2 y mi suscripción acababa en Marzo.",2
8671,"“@Lu_vlc: @David_Busta #felizañoaBustamante&familia mandame un saludin porfaa te quiero :)”ABRAZO!",2
8672,"Ahora si... #tamañana!;-)",2
8673,"Home, sweet home. Besos “@helenuas: Mi casa , ese hogar donde se lee Orbyt pero no falta EM en papel por la mañana. #paraTodosLosGustos :)",2
8674,"Bonito sitio “@Albertora_: @pedroj_ Hablando de #EPN hoy lo he visto en un escaparate de época de ECI en Gasteiz http://t.co/403iHPir”",2
8675,"Gracias, Juan. “@JuanGomezJurado: @pedroj_ tengo que dar la enhorabuena a EM, me gusta ver crítica real a @marianorajoy por parte de usted.”",2
8676,"Apúntate, Asun, aunque seas la turista 1.999.999... “@AsunMarrodan: Hay premio para el usuario 50.000 de Orbyt? Avísame que me apunto ya!”",2
8677,"Claro “@fdosuarezb: ¿Se supone que ya puedo descargar EM de mañana con mi recién estrenada suscripción a Orbyt? editorial antes d dormir”",2
8678,"A verla de nuevo. Me encana (watching Days of Wine and Roses) http://t.co/jJPl4Yln",2
8679,"La emisión de CO2 crece tres años después por las ayudas al carbón  http://t.co/pAGlrtB7 vía @el_pais",2
8680,"Muchos mensajes estupendos. Gracias de corazón a todos. Siento no poder responder  uno a uno.",2
8681,"Pues d ese dinerito don Ignacio la mitad vuelve a través del irpf a todos los españoles.. Así que haga bien las cuentas!  @iescolar",2
8682,"Si gana Rubalcaba subirán los impuestos; si gana Rajoy, bajarán. Tralarín y tralarán. Dentro vídeo http://t.co/KUhaIp07",2
8683,"¿Alguien puede hacer copias de seguridad de los vídeos que he mandado antes? Están en el canal del Partido Popular y no sé si durarán.",2
8684,"El collar de Isabel la Católica lo conceden el Rey y el min Exteriores conjunta+ a quien haya dado excepcionales servicios a la nación. Zp?",2
8685,"Buenos días a todos! Así amanece el ultimo dia de este año horribilis en Madrid: http://t.co/tYpAQHdV",2
8686,"Buenos días. Tengo tantas cosas pendientes q quiero hacer q necesito varias vidas. Me apunto a la reencarnación hindú! (Igual es la gripe)",2
8687,"B. Días. Hoy en EM Paquete 1 de la era Rajoy. Comienza el ajuste.",2
8688,"La situación económica sí es extraordinaria, pero..""No prevista""??? Si lo veníamos diciendo TODOS los economistas, incluido de Guindos!!",2
8689,"Buenos días a todos desde #EsRadio, participando en @ldpsincomplejos",2
8690,"Bdías. Hoy será el primer día de Nochevieja en EM. Me apetece mucho. Voy a esmerarme con la Carta: los suscriptores de Orbyt lo merecen.",2
8691,"Hola a todos y buenos dias en este último día del año. Estoy deseando entrar ya en 2012",2
8692,"Encantada de desvirtualizar a @carmelojorda en @ldpsincomplejos :-)",2
8693,"Feliz entrada y salida de año a todos. A por 2012 :-)",2
8694,"Altea llena de sol. Feliz último día de este duro 2011 ;) http://t.co/rZArMzjD",2
8695,"Buenos días. Creo que he batido mi récord personal de meneos sin portada en menéame: 152 votos, 21 negativos ;-) http://t.co/ciQl5rsX",2
8696,"Buenos días ;-)) vamos a por el ultimo día del año ;-))",2
8697,"A todos los q me seguís os deseo q 2012 os traiga salud y alegría.La prosperidad, aunque no la veo os la deseo también.Mi amistad la tenéis.",2
8698,"Se acaba mi primer año en twitter, creo que para celebrarlo voy a tuitear hasta las uvas!",2
8699,"RT @ifilosofia: Te pasas toda tu vida buscando la felicidad cuando ella no se ha movido de tu lado...",2
8700,"@AlexdelaIglesia celebramos nuestro primer #twitteryear?",2
8701,"""@Vertele: Marisa Naranjo da con éxito y sin equivocarse las ‘preuvas’ de Neox ante más del 6% http://t.co/E4MdkHBR"" Ouyeah.",2
8702,"Despedir años produce algo de nostalgia. Tempus fugit etc..  Ver pasar 2011,produce mas bien liberación. Salvo la primavera árabe...",2
8703,"Gracias, igualmente! RT @maximhuerta: @sevillajordi feliz año, has hecho mi TL mas interesante",2
8704,";-))))))RT @MambaKiddo: Comete 12 uvas en el iPad http://t.co/IDhzo1Yd @MariviRomero",2
8705,"Seguro q mejor q este ;-)) RT @towerlaw: @mariviromero no queda otra y el proximo mas largo",2
8706,"Igual para ti ;-)))))) RT @moliyflop: @mariviromero muy feliz día 31 para ti y los tuyos mis mejores deseos #muchassonrisaslindas",2
8707,"Casi 650.000 personas eligieron el @TelediarioInter 20:30 de ayer para informarse de los recortes. Gracias x vuestra confianza. ",2
8708,"Gracias a todo por vuestra ayuda con el Amazon. Seguiré con él en inglés entonces!!",2
8709,"Al casi 1.700.000 personas q nos apoyasteis y a quienes aspirais a un mundo + justo os deseo un 2012 felíz combatiendo la injusticia.",2
8710,"Os deseo a todos un feliz año 2012!!!. Que este año traiga salud y trabajo. Y que entre todos saquemos a España de esta crisis",2
8711,"rt“@sgueina: Consuela que a todos no nos afecta la crisis x igual. Feliz 2012 a Rato, xq el 2011 le ha ido d cine http://t.co/8qhTl0z7”",2
8712,"“@Wallenstein77: ¿los que mas ganan son a partir de los 27000 euros donde comienza el tramo unico?” Noooo!!! Revisa la tabla.",2
8713,"Gracias a los muchos que habéis guardado los vídeos que tuitee ayer. Ya os los pediré si desaparecen por error ;-)",2
8714,"El nuevo modelo productivo del PP es retro, o ""vitange"": recorte brutal en el I+D y subvención al ladrillo con la deducción por vivienda.",2
8715,"Con #leySinde el gobierno reforma el canon para pagarlo todos pese a que prometió uso efectivo de obras. Alternativas http://t.co/6h8erDmO",2
8716,"¡Noticias descombacantes! está disponible! http://t.co/pdWFYyRa ▸ Historias del día por @lasexta3",2
8717,"Todo lo contrario: lo hacemos por lo bien que vamos  “@pedroluis_gl ""'Orbyt' se desespera y 'tira' los precios "" tinyurl.com/7n8zzdy vía”",2
8718,"Para recordar el año buena lectura http://t.co/iskFh6Pl",2
8719,"“@almudenacid: #pongamosque que la promo de una cadena te emociona... A mi me ha pasado! Enhorabuena!” Tú sí que vales, bellísima.",2
8720,"Me hace mucha ilusión que la Carta que acabo de terminar sea la primera que sólo se distribuirá a través de Orbyt. Y no ha quedado mal.",2
8721,"Otro muy fuerte para ti, Cristina “@cesterf:  ya tengo orbyt!! A ver si me acostumbro a leer así la prensa .. Feliz año Pedro!!! Un beso”",2
8722,"Buen argumento :)) “@jorgebesnard: Como @pedroj_ramirez esta demostrando que no se casa con nadie, yo me caso por un año con #Orbyt”",2
8723,"Os deseamos un 2012 muy feliz.",2
8724,"Sí, una Carta q sólo leeréis 50.000 pioneros “@mfcastineiras: un homenaje entonces a los Orbyteros?, la leeremos con ganas!. Feliz 2012”",2
8725,"Lo mismo para ti, Ana. Suerte “@Anti_Butifarra: @pedroj_ramirez Feliz 2012 y gracias por toda la compañía que me has hecho en el 2011.”",2
8726,"Notable alto “@AAlejano: @pedroj_ramirez ¿Que tal Orbyt en un PC normal?”",2
8727,"Playa solitaria, hoy. Siempre he dicho q lo bueno del mediterráneo ez su invierno. http://t.co/VhHIiV7B",2
8728,"Antes de que acabe el año me acuerdo de la frase de César Girón antes de hacer el paseíllo en Las Ventas: ""cornás pá tos"", ;)",2
